,문제키값,문제,오픈일자,보기순번,보기정보,정답여부,시험지 id,문제 id,assessmentItemID,testId,KnowledgeTag
2315,246,다음 중 '엉너리'의 뜻은?,20130627,1560,어린아이처럼 철없이 부리는 엄살,,A070000101,A070101007,A070101007,A070000101,8899
2316,245,우리말의 높임법에 맞지 않은 것은?,20130626,1553,은지야 선생님께서 오라셔.,,A080000070,A080070004,A080070004,A080000070,4975
2317,245,우리말의 높임법에 맞지 않은 것은?,20130626,1554,선생님 제 말씀 좀 들어 보십시오.,,A080000070,A080070004,A080070004,A080000070,4975
2318,245,우리말의 높임법에 맞지 않은 것은?,20130626,1555,제가 몸소 가 보겠습니다.,정답,A080000070,A080070004,A080070004,A080000070,4975
2319,245,우리말의 높임법에 맞지 않은 것은?,20130626,1556,할아버지 아버지가 퇴근하였습니다.,,A080000070,A080070004,A080070004,A080000070,4975
2320,244,다음 중 '행티'의 뜻은?,20130625,1549,고집을 부리는 행위,,A080000007,A080007005,A080007005,A080000007,4660
2321,244,다음 중 '행티'의 뜻은?,20130625,1550,부지런한 태도,,A080000007,A080007005,A080007005,A080000007,4660
2322,244,다음 중 '행티'의 뜻은?,20130625,1551,잘못이나 부족한 점,,A080000007,A080007005,A080007005,A080000007,4660
2323,244,다음 중 '행티'의 뜻은?,20130625,1552,심술을 부려 남을 해롭게 하는 버릇,정답,A080000007,A080007005,A080007005,A080000007,4660
2324,243,다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?,20130624,1325,봄비 잦은 것,,A090000020,A090020008,A090020008,A090000020,974
2325,243,다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?,20130624,1326,지어미 손 큰 것,,A090000020,A090020008,A090020008,A090000020,974
2326,243,다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?,20130624,1327,털 뜯은 ？,정답,A090000020,A090020008,A090020008,A090000020,974
2327,243,다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?,20130624,1328,어린애 입 잰 것,,A090000020,A090020008,A090020008,A090000020,974
2328,242,'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ,20130621,1329,알랑거리며 늘어놓는 말,정답,A070000089,A070089004,A070089004,A070000089,8880
2329,242,'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ,20130621,1330,소심하여 어려운 일을 늘 피하는 성질,,A070000089,A070089004,A070089004,A070000089,8880
2330,242,'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ,20130621,1331,찰거머리같이 남을 따라다니면서 귀찮게 구는 성질,,A070000089,A070089004,A070089004,A070000089,8880
2331,242,'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ,20130621,1332,급하고 날카로워 화를 잘 내는 성질,,A070000089,A070089004,A070089004,A070000089,8880
2332,241,다음 중 어법에 맞는 문장은?,20130620,1333,오늘의 첫 번째 뉴스를 말씀드리겠습니다.,,A080000032,A080032007,A080032007,A080000032,4795
2333,241,다음 중 어법에 맞는 문장은?,20130620,1334,그 사람은 말을 잘함으로 웅변가라고 인정받는다.,,A080000032,A080032007,A080032007,A080000032,4795
2334,241,다음 중 어법에 맞는 문장은?,20130620,1335,다음에는 회장님의 인사 말씀이 계시겠습니다.,,A080000032,A080032007,A080032007,A080000032,4795
2335,241,다음 중 어법에 맞는 문장은?,20130620,1336,이것은 어제 산 책이요 저것은 원래 있던 책이다.,정답,A080000032,A080032007,A080032007,A080000032,4795
2336,240,'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?,20130619,1337,많은 돈을 저축함,,A090000018,A090018002,A090018002,A090000018,971
2337,240,'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?,20130619,1338,필요 밖의 일,,A090000018,A090018002,A090018002,A090000018,971
2338,240,'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?,20130619,1339,알뜰하게 매만져서 잘 간직하거나 거둠,정답,A090000018,A090018002,A090018002,A090000018,971
2339,240,'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?,20130619,1340,잘 지내는 일,,A090000018,A090018002,A090018002,A090000018,971
2340,239,다음 중 띄어쓰기가 잘못된 것은?,20130618,1341,지금쯤은 그가 올 법하다.,,A080000127,A080127004,A080127004,A080000127,2721
2341,239,다음 중 띄어쓰기가 잘못된 것은?,20130618,1342,그는 노량진에 이년 육개월 십오일간 머물러 있었다.,정답,A080000127,A080127004,A080127004,A080000127,2721
2342,239,다음 중 띄어쓰기가 잘못된 것은?,20130618,1343,새파란 게 어른에게 대든다.,,A080000127,A080127004,A080127004,A080000127,2721
2343,239,다음 중 띄어쓰기가 잘못된 것은?,20130618,1344,보아하니 나쁜 사람은 아닌 성도 싶었다.,,A080000127,A080127004,A080127004,A080000127,2721
2344,238,'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ,20130617,1345,구더기의 알,,A070000161,A070161005,A070161005,A070000161,9126
2345,238,'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ,20130617,1346,모기의 알,,A070000161,A070161005,A070161005,A070000161,9126
2346,238,'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ,20130617,1347,새의 알,,A070000161,A070161005,A070161005,A070000161,9126
2347,238,'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ,20130617,1348,파리의 알,정답,A070000161,A070161005,A070161005,A070000161,9126
2348,237,다음 중 띄어쓰기가 올바르게 된 것은?,20130614,1349,제 3차 오일쇼크는 피할 길이 없다.,,A070000131,A070131002,A070131002,A070000131,9066
2349,237,다음 중 띄어쓰기가 올바르게 된 것은?,20130614,1350,지금은 세시가 조금 넘었다.,정답,A070000131,A070131002,A070131002,A070000131,9066
2350,237,다음 중 띄어쓰기가 올바르게 된 것은?,20130614,1351,그녀는 소 같이 일만 했다.,,A070000131,A070131002,A070131002,A070000131,9066
2351,237,다음 중 띄어쓰기가 올바르게 된 것은?,20130614,1352,아는 것으로 부터의 자유를 만끽했다.,,A070000131,A070131002,A070131002,A070000131,9066
2352,236,다음 중 '감바리'의 뜻은? ,20130613,1353,매우 추저분하고 더러워 꼴답지 못한 사람,,A070000129,A070129004,A070129004,A070000129,9055
2353,236,다음 중 '감바리'의 뜻은? ,20130613,1354,아주 남루한 옷을 입고 있는 사람,,A070000129,A070129004,A070129004,A070000129,9055
2354,236,다음 중 '감바리'의 뜻은? ,20130613,1355,매우 이기적인 사람,,A070000129,A070129004,A070129004,A070000129,9055
2355,236,다음 중 '감바리'의 뜻은? ,20130613,1356,이익을 노리고 눈치 빠르게 달라붙는 사람,정답,A070000129,A070129004,A070129004,A070000129,9055
2356,235,다음 중 맞춤법에 어긋난 말이 있는 것은?,20130612,1357,속초에 가자미식해가 유명합니다.,,A070000118,A070118005,A070118005,A070000118,9592
2357,235,다음 중 맞춤법에 어긋난 말이 있는 것은?,20130612,1358,한참을 웃었더니 수술한 자리가 땅겼다.,,A070000118,A070118005,A070118005,A070000118,9592
2358,235,다음 중 맞춤법에 어긋난 말이 있는 것은?,20130612,1359,망둥어가 뛰니까 전라도 빗자루도 뛴다.,정답,A070000118,A070118005,A070118005,A070000118,9592
2359,235,다음 중 맞춤법에 어긋난 말이 있는 것은?,20130612,1360,몇 달을 앓더니 꼬챙이처럼 말랐다.,,A070000118,A070118005,A070118005,A070000118,9592
2360,234,다음 중 '서울까투리'의 뜻은?,20130611,1361,아주 얄미운 사람,,A080000123,A080123001,A080123001,A080000123,2718
2361,234,다음 중 '서울까투리'의 뜻은?,20130611,1362,아주 까다롭고 인색한 사람,,A080000123,A080123001,A080123001,A080000123,2718
2362,234,다음 중 '서울까투리'의 뜻은?,20130611,1363,수줍음이 없고 숫기가 많은 사람,정답,A080000123,A080123001,A080123001,A080000123,2718
2363,234,다음 중 '서울까투리'의 뜻은?,20130611,1364,서울에서 나고 자란 사람,,A080000123,A080123001,A080123001,A080000123,2718
2364,233,다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ,20130610,1377,어버지 제 처 어디 갔습니까?,정답,A080000077,A080077006,A080077006,A080000077,3097
2365,233,다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ,20130610,1378,여보 설에는 어버님 댁에 혼자 갈 거지?,,A080000077,A080077006,A080077006,A080000077,3097
2366,233,다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ,20130610,1379,매제 오랜만입니다.,,A080000077,A080077006,A080077006,A080000077,3097
2367,233,다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ,20130610,1380,제부 많이 드세요.,,A080000077,A080077006,A080077006,A080000077,3097
2368,232,'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ,20130607,1373,아주 뾰족한 코를 가진 사람,,A090000057,A090057003,A090057003,A090000057,2604
2369,232,'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ,20130607,1374,몹시 넓적하게 생긴 코를 가진 사람,정답,A090000057,A090057003,A090057003,A090000057,2604
2370,232,'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ,20130607,1375,뭉툭한 코를 가진 사람,,A090000057,A090057003,A090057003,A090000057,2604
2371,232,'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ,20130607,1376,콧등이 잘록한 코를 가진 사람,,A090000057,A090057003,A090057003,A090000057,2604
2372,231,다음 중 언어 예절에 맞지 않는 것은?,20130605,1369,아버지한테 야단맞았어.,정답,A080000027,A080027004,A080027004,A080000027,4686
2373,231,다음 중 언어 예절에 맞지 않는 것은?,20130605,1370,할머니 어머니가 지금 오고 계십니다.,,A080000027,A080027004,A080027004,A080000027,4686
2374,231,다음 중 언어 예절에 맞지 않는 것은?,20130605,1371,장인어른 집사람이 이걸 전해드리랍니다.,,A080000027,A080027004,A080027004,A080000027,4686
2375,231,다음 중 언어 예절에 맞지 않는 것은?,20130605,1372,(사장이 대리를 찾으며) 김 과장 김 대리는 어디에 가셨나요?,,A080000027,A080027004,A080027004,A080000027,4686
2376,230,다음 중 '고래실'의 뜻은? ,20130604,1365,바닥이 깊고 물길이 좋아 기름진 논,정답,A080000075,A080075002,A080075002,A080000075,2887
2377,230,다음 중 '고래실'의 뜻은? ,20130604,1366,수확량이 좋은 밭과 논,,A080000075,A080075002,A080075002,A080000075,2887
2378,230,다음 중 '고래실'의 뜻은? ,20130604,1367,집 가까이에 있는 논,,A080000075,A080075002,A080075002,A080000075,2887
2379,230,다음 중 '고래실'의 뜻은? ,20130604,1368,물의 근원이 전혀 없어 빗물에 의지하여 경작하는 논,,A080000075,A080075002,A080075002,A080000075,2887
2380,229,김 한 톳과  달걀 한 꾸러미의 수량은? ,20130603,1281,60,,A090000003,A090003001,A090003001,A090000003,4699
2381,229,김 한 톳과  달걀 한 꾸러미의 수량은? ,20130603,1282,70,,A090000003,A090003001,A090003001,A090000003,4699
2382,229,김 한 톳과  달걀 한 꾸러미의 수량은? ,20130603,1283,110,정답,A090000003,A090003001,A090003001,A090000003,4699
2383,229,김 한 톳과  달걀 한 꾸러미의 수량은? ,20130603,1284,120,,A090000003,A090003001,A090003001,A090000003,4699
2384,228,다음 중 '청맹과니'의 뜻은? ,20130531,1225,짝눈을 가진 사람,,A070000134,A070134003,A070134003,A070000134,9068
2385,228,다음 중 '청맹과니'의 뜻은? ,20130531,1226,눈이 매우 작은 사람,,A070000134,A070134003,A070134003,A070000134,9068
2386,228,다음 중 '청맹과니'의 뜻은? ,20130531,1227,겉으로 보기에는 멀쩡하나 앞을 보지 못하는 눈을 가진 사람,정답,A070000134,A070134003,A070134003,A070000134,9068
2387,228,다음 중 '청맹과니'의 뜻은? ,20130531,1228,한 눈은 작고 한 눈은 큰 사람,,A070000134,A070134003,A070134003,A070000134,9068
2388,227,고등어 한 손과 굴비 한 두름의 수량은?,20130530,1105,12,,A080000115,A080115008,A080115008,A080000115,2712
2389,227,고등어 한 손과 굴비 한 두름의 수량은?,20130530,1106,20,,A080000115,A080115008,A080115008,A080000115,2712
2390,227,고등어 한 손과 굴비 한 두름의 수량은?,20130530,1107,22,정답,A080000115,A080115008,A080115008,A080000115,2712
2391,227,고등어 한 손과 굴비 한 두름의 수량은?,20130530,1108,30,,A080000115,A080115008,A080115008,A080000115,2712
2392,226,'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?,20130529,1109,몸에 붙은 살의 정도와 모양,정답,A090000058,A090058003,A090058003,A090000058,10784
2393,226,'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?,20130529,1110,살이 많이 붙은 몸,,A090000058,A090058003,A090058003,A090000058,10784
2394,226,'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?,20130529,1111,몸에 살이 많은 정도,,A090000058,A090058003,A090058003,A090000058,10784
2395,226,'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?,20130529,1112,몸에 살이 적은 정도,,A090000058,A090058003,A090058003,A090000058,10784
2396,225,다음 중 띄어쓰기가 옳지 않은 것은?,20130528,1113,어젯밤에 밤손님이 들어 패물을 몽땅 가져가 버렸다.,,A070000132,A070132007,A070132007,A070000132,9065
2397,225,다음 중 띄어쓰기가 옳지 않은 것은?,20130528,1114,누구나 한 번은 겪는 일이다.,,A070000132,A070132007,A070132007,A070000132,9065
2398,225,다음 중 띄어쓰기가 옳지 않은 것은?,20130528,1115,제발 우는소리 그만하시고 정신 좀 차리세요.,,A070000132,A070132007,A070132007,A070000132,9065
2399,225,다음 중 띄어쓰기가 옳지 않은 것은?,20130528,1116,그는 하도 밥맛 없게 굴어서 같이 다니고 싶지 않다.,정답,A070000132,A070132007,A070132007,A070000132,9065
2400,224,다음 중 '아늠'의 뜻은?,20130527,1229,코와 윗입술 사이에 오목하게 골이 진 곳,,A080000026,A080026002,A080026002,A080000026,4685
2401,224,다음 중 '아늠'의 뜻은?,20130527,1230,귀와 눈 사이의 맥박이 뛰는 곳,,A080000026,A080026002,A080026002,A080000026,4685
2402,224,다음 중 '아늠'의 뜻은?,20130527,1231,이마에 잡힌 주름살,,A080000026,A080026002,A080026002,A080000026,4685
2403,224,다음 중 '아늠'의 뜻은?,20130527,1232,볼을 이루고 있는 살,정답,A080000026,A080026002,A080026002,A080000026,4685
2404,223,다음 중 맞춤법에 맞지 않은 표현은?,20130524,1121,진작부터 전방에 대해 싫증을 나타내고 있었다.,,A070000105,A070105004,A070105004,A070000105,8901
2405,223,다음 중 맞춤법에 맞지 않은 표현은?,20130524,1122,멋 내려다 골병이 들 수 있습니다.,,A070000105,A070105004,A070105004,A070000105,8901
2406,223,다음 중 맞춤법에 맞지 않은 표현은?,20130524,1123,고기는 비계가 많은 제육이었다.,,A070000105,A070105004,A070105004,A070000105,8901
2407,223,다음 중 맞춤법에 맞지 않은 표현은?,20130524,1124,그는 회사 일을 마치면 의레 동료들과 술 한 잔을 한다.,정답,A070000105,A070105004,A070105004,A070000105,8901
2408,222,'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?,20130523,1125,사람의 얼굴,,A070000118,A070118004,A070118004,A070000118,8906
2409,222,'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?,20130523,1126,사람의 형상이나 탈,정답,A070000118,A070118004,A070118004,A070000118,8906
2410,222,'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?,20130523,1127,인체의 아랫부분,,A070000118,A070118004,A070118004,A070000118,8906
2411,222,'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?,20130523,1128,인체의 윗부분,,A070000118,A070118004,A070118004,A070000118,8906
2412,221,호칭어와 지칭어의 사용이 옳지 않은 것은?,20130522,1129,살아있는 아버지 - 엄친(嚴親),,A070000119,A070119003,A070119003,A070000119,8910
2413,221,호칭어와 지칭어의 사용이 옳지 않은 것은?,20130522,1130,아내 오빠의 아내 - 아주머니,,A070000119,A070119003,A070119003,A070000119,8910
2414,221,호칭어와 지칭어의 사용이 옳지 않은 것은?,20130522,1131,남편의 누이동생 - 아기씨,,A070000119,A070119003,A070119003,A070000119,8910
2415,221,호칭어와 지칭어의 사용이 옳지 않은 것은?,20130522,1132,남편의 결혼한 남동생 - 도련님,정답,A070000119,A070119003,A070119003,A070000119,8910
2416,220,다음 중 '군기침'의 뜻은?,20130521,1233,심한 기침,,A070000119,A070119005,A070119005,A070000119,8908
2417,220,다음 중 '군기침'의 뜻은?,20130521,1234,자주 하는 기침,,A070000119,A070119005,A070119005,A070000119,8908
2418,220,다음 중 '군기침'의 뜻은?,20130521,1235,일부러 하는 기침,정답,A070000119,A070119005,A070119005,A070000119,8908
2419,220,다음 중 '군기침'의 뜻은?,20130521,1236,솟구어 올려서 세게 하는 기침,,A070000119,A070119005,A070119005,A070000119,8908
2420,219,된소리로 발음하는 것이 표준 발음인 것은?,20130520,1137,흠집이 생긴다. - 흠집,정답,A090000035,A090035003,A090035003,A090000035,10760
2421,219,된소리로 발음하는 것이 표준 발음인 것은?,20130520,1138,문제 해결의 관건을 쥐다. - 관건,,A090000035,A090035003,A090035003,A090000035,10760
2422,219,된소리로 발음하는 것이 표준 발음인 것은?,20130520,1139,승부가 전반전에 간단히 결정 났다. - 간단,,A090000035,A090035003,A090035003,A090000035,10760
2423,219,된소리로 발음하는 것이 표준 발음인 것은?,20130520,1140,그의 불법한 행위에 대하여 모두들 분노했다. - 불법,,A090000035,A090035003,A090035003,A090000035,10760
2424,218,'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ,20130516,1141,비웃음을 살 만한 짓,,A080000011,A080011001,A080011001,A080000011,4658
2425,218,'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ,20130516,1142,너무 많이 웃는 짓,,A080000011,A080011001,A080011001,A080000011,4658
2426,218,'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ,20130516,1143,웃음이 절로 나오는 짓거리,,A080000011,A080011001,A080011001,A080000011,4658
2427,218,'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ,20130516,1144,웃기려고 하는 짓,정답,A080000011,A080011001,A080011001,A080000011,4658
2428,217,단위어의 수량에 대한 설명 중 옳은 것은?,20130515,1145,김 100장 묶음을 한 속(束)이라 한다.,정답,A070000161,A070161007,A070161007,A070000161,9124
2429,217,단위어의 수량에 대한 설명 중 옳은 것은?,20130515,1146,마늘 30개를 묶어 한 접이라 한다.,,A070000161,A070161007,A070161007,A070000161,9124
2430,217,단위어의 수량에 대한 설명 중 옳은 것은?,20130515,1147,오징어 10마리를 묶어 한 축이라고 한다.,,A070000161,A070161007,A070161007,A070000161,9124
2431,217,단위어의 수량에 대한 설명 중 옳은 것은?,20130515,1148,고사리 20모습가량 엮은 것을 한 두름이라 한다.,,A070000161,A070161007,A070161007,A070000161,9124
2432,216,'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?,20130514,1149,줄담배를 피우는 사람,,A080000127,A080127003,A080127003,A080000127,2719
2433,216,'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?,20130514,1150,담배를 쉬지 않고 늘 피우는 사람,정답,A080000127,A080127003,A080127003,A080000127,2719
2434,216,'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?,20130514,1151,사리를 분별하지 못하는 어리석은 사람,,A080000127,A080127003,A080127003,A080000127,2719
2435,216,'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?,20130514,1152,담배 맛도 모르면서 피우는 사람,,A080000127,A080127003,A080127003,A080000127,2719
2436,215,어법이 바르고 자연스러운 문장은?,20130513,1153,이 시계는 한 시간이나 느리다.,,A070000142,A070142005,A070142005,A070000142,9071
2437,215,어법이 바르고 자연스러운 문장은?,20130513,1154,아무리 돈이 많아도 그럴 수는 없다.,정답,A070000142,A070142005,A070142005,A070000142,9071
2438,215,어법이 바르고 자연스러운 문장은?,20130513,1155,비 올 기미가 보이지 않고 있습니다.,,A070000142,A070142005,A070142005,A070000142,9071
2439,215,어법이 바르고 자연스러운 문장은?,20130513,1156,남편이 키가 크고 부인은 노래를 한다.,,A070000142,A070142005,A070142005,A070000142,9071
2440,214,'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ,20130510,1093,트집 잡기를 좋아하는 사람,,A090000018,A090018001,A090018001,A090000018,974
2441,214,'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ,20130510,1094,형식에 사로잡혀 일을 제대로 하지 못하는 사람,,A090000018,A090018001,A090018001,A090000018,974
2442,214,'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ,20130510,1095,까닭 없이 남의 말에 반대하기를 좋아하는 성격을 가진 사람,정답,A090000018,A090018001,A090018001,A090000018,974
2443,214,'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ,20130510,1096,미련하고 무지한 사람,,A090000018,A090018001,A090018001,A090000018,974
2444,213,다음 중 띄어쓰기가 바르지 않은 것은?,20130509,1089,친구가 도착한 지 두 시간 만에 떠났다.,,A070000108,A070108006,A070108006,A070000108,8902
2445,213,다음 중 띄어쓰기가 바르지 않은 것은?,20130509,1090,이왕 산 중턱까지 온바에 꼭대기까지 올라갑시다.,정답,A070000108,A070108006,A070108006,A070000108,8902
2446,213,다음 중 띄어쓰기가 바르지 않은 것은?,20130509,1091,그녀와 아침 겸 점심을 먹었다.,,A070000108,A070108006,A070108006,A070000108,8902
2447,213,다음 중 띄어쓰기가 바르지 않은 것은?,20130509,1092,당신을 만나러 가려던 차였는데 잘 왔소.,,A070000108,A070108006,A070108006,A070000108,8902
2448,212,'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ,20130508,1085,촌스러운 사람,,A080000105,A080105002,A080105002,A080000105,1180
2449,212,'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ,20130508,1086,무식하고 어리석은 사람,정답,A080000105,A080105002,A080105002,A080000105,1180
2450,212,'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ,20130508,1087,경험이 없어 일에 서툰 사람,,A080000105,A080105002,A080105002,A080000105,1180
2451,212,'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ,20130508,1088,늘 피해만 당하는 사람,,A080000105,A080105002,A080105002,A080000105,1180
2452,211,맞춤법에 어긋난 말이 있는 문장은?,20130507,1081,여행 계획을 비밀에 부쳤다.,,A080000095,A080095007,A080095007,A080000095,8931
2453,211,맞춤법에 어긋난 말이 있는 문장은?,20130507,1082,배추를 소금물에 절였다.,,A080000095,A080095007,A080095007,A080000095,8931
2454,211,맞춤법에 어긋난 말이 있는 문장은?,20130507,1083,솥에 쌀을 안치러 부엌으로 갔다.,,A080000095,A080095007,A080095007,A080000095,8931
2455,211,맞춤법에 어긋난 말이 있는 문장은?,20130507,1084,에개개 그 정도 가지고 뭘 그래.,정답,A080000095,A080095007,A080095007,A080000095,8931
2456,210,'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?,20130506,1077,밭에 있는 인삼을 몰래 파 훔쳐 가는 도둑,,A080000045,A080045002,A080045002,A080000045,4793
2457,210,'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?,20130506,1078,삼팔선 이북의 북한에서 월남한 사람,정답,A080000045,A080045002,A080045002,A080000045,4793
2458,210,'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?,20130506,1079,삼팔선을 넘어 귀순한 사람,,A080000045,A080045002,A080045002,A080000045,4793
2459,210,'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?,20130506,1080,매우 처량한 처지에 있는 사람,,A080000045,A080045002,A080045002,A080000045,4793
2460,209,높임법의 쓰임이 잘못된 것은?,20130503,1073,제 아내가 사준 넥타이입니다.,,A090000003,A090003003,A090003003,A090000003,4709
2461,209,높임법의 쓰임이 잘못된 것은?,20130503,1074,선생님의 말씀이 있으시겠습니다.,,A090000003,A090003003,A090003003,A090000003,4709
2462,209,높임법의 쓰임이 잘못된 것은?,20130503,1075,댁에 정원사가 있으시죠?,,A090000003,A090003003,A090003003,A090000003,4709
2463,209,높임법의 쓰임이 잘못된 것은?,20130503,1076,어머님 올해도 건강하세요.,정답,A090000003,A090003003,A090003003,A090000003,4709
2464,208,'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?,20130502,1069,어떤 일이든지 잘 해내는 재간 있는 사람,,A080000034,A080034007,A080034007,A080000034,4801
2465,208,'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?,20130502,1070,나이가 많은 승려,,A080000034,A080034007,A080034007,A080000034,4801
2466,208,'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?,20130502,1071,대기만성형의 사람,,A080000034,A080034007,A080034007,A080000034,4801
2467,208,'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?,20130502,1072,나이가 많이 들어서 어떤 일을 시작한 사람,정답,A080000034,A080034007,A080034007,A080000034,4801
2468,207,지칭어 설명 중 맞지 않은 것은?,20130501,1065,내종형제 - 고종 사촌,,A070000139,A070139002,A070139002,A070000139,9099
2469,207,지칭어 설명 중 맞지 않은 것은?,20130501,1066,종질부 - 당형제의 며느리,,A070000139,A070139002,A070139002,A070000139,9099
2470,207,지칭어 설명 중 맞지 않은 것은?,20130501,1067,재종질녀 - 육촌 동생,정답,A070000139,A070139002,A070139002,A070000139,9099
2471,207,지칭어 설명 중 맞지 않은 것은?,20130501,1068,이질서 - 언니의 사위,,A070000139,A070139002,A070139002,A070000139,9099
2472,206,다음 중 '치룽구니'의 뜻은?,20130430,1061,무슨 일이든 야무지게 잘하는 사람,,A080000057,A080057005,A080057005,A080000057,4965
2473,206,다음 중 '치룽구니'의 뜻은?,20130430,1062,어리석어서 쓸모가 적은 사람,정답,A080000057,A080057005,A080057005,A080000057,4965
2474,206,다음 중 '치룽구니'의 뜻은?,20130430,1063,무슨 일이든 시키는 대로 하는 사람,,A080000057,A080057005,A080057005,A080000057,4965
